poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo,km_por_anio_vehiculo,log_ingreso,ratio_prima_ingreso,siniestros_x_suma,siniestros_x_prima,grupo_edad
POL-00859,33,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,2.5,35149.0,598.0,1684.0,302532.0,10,0,16432.0,11.3,Deportivo,Particular,Economico,Anual,Agente,No,Si,Si,243,69.0,0,6633,0,Medio,1335.9349593495933,10.46737989723881,0.04790896159317212,0.0,0.0,Adulto_joven
POL-00860,48,Masculino,Soltero,Licenciatura,Otro,Urbana,Bajio,8.2,36387.0,644.0,350.0,316831.0,10,0,11233.0,6.9,Compacto,Particular,Medio,Mensual,Broker,No,Si,Si,249,56.3,0,8094,0,Medio,1421.8987341772151,10.501994328941953,0.009618555567769594,0.0,0.0,Adulto
POL-00861,43,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,1.0,22811.0,644.0,803.0,647744.0,3,0,17815.0,4.2,Sedan,Particular,Premium,Mensual,Agente,Si,No,No,308,56.9,0,12200,1,Alto,3425.9615384615386,10.03504199227643,0.035200771523759423,0.0,0.0,Adulto
POL-00862,20,Masculino,Soltero,Posgrado,Empleado,Urbana,Norte,2.6,15809.0,656.0,466.0,148305.0,5,1,15412.0,14.9,Sedan,Particular,Economico,Mensual,Agente,No,No,No,38,74.2,0,2243,0,Bajo,969.3081761006289,9.668397930203518,0.029475015812776725,0.0,0.0,Joven
POL-00863,60,No especificado,Casado,Posgrado,Empleado,Urbana,Centro,0.6,33780.0,839.0,471.0,184660.0,5,0,14647.0,5.7,Sedan,Particular,Economico,Mensual,Broker,No,No,Si,308,66.9,0,1851,0,Bajo,2186.1194029850744,10.427653793239193,0.013942748882507919,0.0,0.0,Mayor
POL-00864,63,Femenino,Casado,Secundaria,Independiente,Urbana,Bajio,2.0,21284.0,678.0,857.0,406070.0,15,1,22037.0,9.4,SUV,Particular,Medio,Mensual,Broker,No,Si,Si,120,64.1,0,8935,0,Medio,2118.9423076923076,9.965757878262252,0.040263096077049566,0.0,0.0,Mayor
POL-00865,32,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Bajio,0.8,13613.0,497.0,350.0,144634.0,5,0,11901.0,9.8,Compacto,Particular,Economico,Trimestral,Online,No,Si,No,85,51.8,0,2088,0,Bajo,1101.9444444444443,9.518853954007897,0.025708829146466872,0.0,0.0,Adulto_joven
POL-00866,35,Masculino,Divorciado,Secundaria,Empleado,Urbana,Sur,1.8,13263.0,609.0,743.0,157993.0,10,1,18726.0,5.2,Compacto,Trabajo,Economico,Trimestral,Agente,Si,No,Si,98,77.1,0,721,0,Bajo,3020.322580645161,9.492808877375076,0.05601628468033776,0.0,0.0,Adulto_joven
POL-00867,44,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,1.9,21511.5,505.0,350.0,152192.0,5,1,11271.0,0.8,Compacto,Particular,Economico,Mensual,Banco,No,No,No,245,70.8,0,6731,0,Medio,6261.666666666666,9.976389440519794,0.016269610691458453,0.0,0.0,Adulto
POL-00868,44,Masculino,Casado,Licenciatura,Profesor,Rural,Bajio,19.9,16616.0,625.0,998.0,345286.0,10,1,16120.0,1.6,Sedan,Particular,Medio,Trimestral,Agente,Si,No,Si,347,38.2,1,30849,1,Alto,6200.0,9.718181546701214,0.06005897574772823,345286.0,998.0,Adulto
POL-00869,49,Masculino,Casado,Preparatoria,Estudiante,Suburbana,Centro,21.0,40347.0,501.0,350.0,428573.0,5,0,8924.0,3.6,SUV,Trabajo,Medio,Mensual,Agente,Si,No,Si,207,38.8,0,8856,0,Medio,1940.0000000000002,10.605297106174726,0.008674531575294934,0.0,0.0,Adulto
POL-00870,66,Masculino,Soltero,Secundaria,Profesor,Suburbana,Sur,0.5,24260.0,585.0,350.0,334324.0,10,0,11856.0,3.7,Sedan,Trabajo,Medio,Mensual,Agente,No,No,Si,112,54.7,0,5311,0,Medio,2522.553191489362,10.096625401763932,0.014426445735954824,0.0,0.0,Mayor
POL-00871,38,Masculino,Casado,Preparatoria,Empresario,Urbana,Bajio,5.2,16439.0,536.0,350.0,154022.0,5,0,15048.0,5.3,Sedan,Particular,Economico,Anual,Online,No,No,Si,82,57.6,1,8661,0,Medio,2388.5714285714284,9.70747266861017,0.021289537712895375,154022.0,350.0,Adulto_joven
POL-00872,30,Femenino,Casado,Posgrado,Empleado,Suburbana,Centro,0.2,34251.0,679.0,551.0,313357.0,10,1,25481.0,4.7,Pickup,Particular,Economico,Mensual,Banco,No,Si,Si,64,40.5,0,6092,0,Medio,4470.350877192982,10.441500236146082,0.016086651874343105,0.0,0.0,Adulto_joven
POL-00873,22,Femenino,Casado,Licenciatura,Empresario,Urbana,Bajio,0.1,13918.0,650.0,947.0,149342.0,5,1,16054.0,4.8,Sedan,Trabajo,Economico,Mensual,Agente,No,No,Si,0,75.5,0,2535,0,Bajo,2767.9310344827586,9.5410100922274,0.06803649687477549,0.0,0.0,Joven
POL-00874,30,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,0.4,23185.0,673.0,942.0,864051.0,10,1,24601.0,5.5,Pickup,Particular,Premium,Anual,Broker,No,No,Si,173,72.0,1,21719,1,Alto,3784.769230769231,10.051303927230347,0.040627965151384456,864051.0,942.0,Adulto_joven
POL-00875,40,Femenino,Soltero,Secundaria,Otro,Urbana,Bajio,13.5,19930.0,642.0,571.0,378832.0,5,0,16712.0,6.2,Pickup,Particular,Medio,Mensual,Agente,Si,Si,Si,249,68.1,0,9402,0,Medio,2321.111111111111,9.900031587562738,0.02864883849280016,0.0,0.0,Adulto
POL-00876,63,Masculino,Divorciado,Posgrado,Empleado,Urbana,Norte,11.3,33770.0,545.0,1085.0,160453.0,3,0,13371.0,1.7,Compacto,Taxi/Plataforma,Economico,Mensual,Agente,Si,No,Si,225,55.1,0,3431,0,Bajo,4952.222222222222,10.427357725022913,0.03212815729472032,0.0,0.0,Mayor
POL-00877,33,Masculino,Soltero,Licenciatura,Empleado,Suburbana,Bajio,0.9,9240.0,689.0,604.0,325359.0,5,0,23966.0,6.1,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,283,64.3,0,2841,0,Bajo,3375.492957746479,9.13140538388804,0.06536089167838978,0.0,0.0,Adulto_joven
POL-00878,43,Femenino,Divorciado,Preparatoria,Empleado,Urbana,Centro,0.7,13783.0,794.0,350.0,149933.0,5,1,17904.0,8.0,Compacto,Particular,Economico,Trimestral,Banco,No,No,No,83,73.2,0,2892,0,Bajo,1989.3333333333333,9.531263778207766,0.02539175856065003,0.0,0.0,Adulto
POL-00879,40,Masculino,Viudo,Secundaria,Estudiante,Suburbana,Occidente,1.1,8935.0,681.0,2395.0,1403735.0,5,0,11965.0,15.0,Deportivo,Particular,Premium,Anual,Broker,No,Si,No,238,47.6,0,21810,1,Alto,747.8125,9.097843340749037,0.26801700984780663,0.0,0.0,Adulto
POL-00880,55,Masculino,Soltero,Secundaria,Otro,Suburbana,Occidente,2.9,19073.0,618.0,851.0,310698.0,5,2,18088.0,6.0,Compacto,Trabajo,Medio,Mensual,Banco,No,Si,Si,27,45.9,0,5437,0,Medio,2584.0,9.856081430138858,0.04461570724546503,0.0,0.0,Adulto
POL-00881,73,Masculino,Casado,Secundaria,Estudiante,Suburbana,Occidente,3.4,42834.0,543.0,350.0,147111.0,5,0,13891.0,9.0,Compacto,Particular,Economico,Mensual,Agente,Si,No,Si,286,50.6,0,2805,0,Bajo,1389.1,10.665110804398145,0.008170888292284347,0.0,0.0,Mayor
POL-00882,33,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,1.0,16661.0,582.0,1070.0,475764.0,5,1,4560.0,7.6,Pickup,Particular,Medio,Mensual,Broker,Si,Si,Si,327,61.2,0,9521,0,Medio,530.232558139535,9.720885956534854,0.06421798103468972,0.0,0.0,Adulto_joven
POL-00883,34,Femenino,Casado,Posgrado,Empleado,Suburbana,Occidente,5.7,16613.0,684.0,650.0,482618.0,5,0,20648.0,3.3,SUV,Particular,Medio,Mensual,Broker,No,Si,Si,303,67.7,0,3936,0,Bajo,4801.86046511628,9.718000992399016,0.03912363067292645,0.0,0.0,Adulto_joven
POL-00884,54,Femenino,Casado,Preparatoria,Otro,Urbana,Centro,1.5,35534.0,730.0,880.0,277334.0,5,3,21522.0,6.2,Pickup,Particular,Economico,Mensual,Agente,No,Si,Si,281,61.9,1,14829,1,Alto,2989.1666666666665,10.478273405260996,0.024764316870690868,277334.0,880.0,Adulto
POL-00885,49,Masculino,Casado,Licenciatura,Empleado,Urbana,Occidente,10.2,39597.0,670.0,758.0,424996.0,3,2,25609.0,12.2,Pickup,Trabajo,Medio,Trimestral,Online,Si,No,Si,182,56.5,0,8471,0,Medio,1940.0757575757577,10.586533890916645,0.019142380928329712,0.0,0.0,Adulto
POL-00886,64,Femenino,Divorciado,Preparatoria,Empleado,Rural,Centro,4.3,20954.0,710.0,427.0,356948.0,5,0,17822.0,11.8,Pickup,Particular,Medio,Mensual,Online,Si,No,No,344,54.7,0,5795,0,Medio,1392.34375,9.950132560359172,0.020376998329754235,0.0,0.0,Mayor
POL-00887,48,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,2.3,32061.0,703.0,350.0,159078.0,10,1,14132.0,11.8,Compacto,Particular,Economico,Mensual,Agente,Si,No,Si,134,60.4,0,5147,0,Medio,1104.0625,10.37542680724962,0.010916349572702887,0.0,0.0,Adulto
POL-00888,35,Femenino,Casado,Licenciatura,Independiente,Urbana,Centro,6.2,12167.0,688.0,987.0,433416.0,5,1,20092.0,21.4,SUV,Trabajo,Medio,Mensual,Broker,Si,No,Si,360,71.3,0,10888,0,Medio,896.9642857142858,9.406564833939129,0.08111439842209073,0.0,0.0,Adulto_joven
POL-00889,48,Femenino,Casado,Secundaria,Estudiante,Rural,Centro,6.8,46943.0,601.0,638.0,291770.0,10,1,20174.0,8.0,Sedan,Particular,Medio,Anual,Agente,No,No,No,56,47.4,0,4462,0,Bajo,2241.5555555555557,10.756710680942708,0.0135906612133606,0.0,0.0,Adulto
POL-00890,54,Masculino,Divorciado,Preparatoria,Empleado,Urbana,Centro,1.4,71724.0,663.0,350.0,225610.0,5,0,24511.0,4.2,SUV,Particular,Economico,Anual,Online,No,Si,Si,114,64.5,0,5298,0,Medio,4713.653846153846,11.180594640849565,0.004879749041477867,0.0,0.0,Adulto
POL-00891,51,Masculino,Soltero,Licenciatura,Empleado,Suburbana,Norte,1.7,29304.0,586.0,624.0,178218.0,15,1,15255.0,8.1,Sedan,Particular,Economico,Anual,Agente,No,Si,Si,185,42.2,0,3479,0,Bajo,1676.3736263736264,10.28551342891053,0.0212932946596144,0.0,0.0,Adulto
POL-00892,47,Femenino,Viudo,Secundaria,Independiente,Urbana,Centro,11.0,6991.0,651.0,350.0,472477.0,3,0,14589.0,3.0,SUV,Trabajo,Medio,Mensual,Online,No,Si,Si,0,64.6,0,11728,1,Alto,3647.25,8.852521917335372,0.05005720823798627,0.0,0.0,Adulto
POL-00893,54,Femenino,Soltero,Preparatoria,Empleado,Urbana,Occidente,0.7,16184.0,675.0,350.0,224846.0,10,0,11565.0,7.3,Sedan,Particular,Economico,Mensual,Banco,No,No,No,337,55.6,1,7269,0,Medio,1393.3734939759036,9.691840166360345,0.02162496138399753,224846.0,350.0,Adulto
POL-00894,55,Femenino,Casado,Preparatoria,Independiente,Urbana,Bajio,0.2,30818.0,776.0,470.0,460582.0,5,0,18456.0,2.9,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,28,64.8,1,15989,1,Alto,4732.307692307692,10.335886661884373,0.015250332587040462,460582.0,470.0,Adulto
POL-00895,58,Femenino,Soltero,Posgrado,Empleado,Urbana,Sur,2.4,17448.0,552.0,552.0,151437.0,3,2,6985.0,3.6,Compacto,Particular,Economico,Trimestral,Agente,No,Si,Si,231,71.2,1,5303,0,Medio,1518.4782608695652,9.76703761939823,0.03163505071923892,151437.0,552.0,Adulto
POL-00896,48,Masculino,Soltero,Preparatoria,Profesor,Urbana,Occidente,6.5,44290.0,686.0,447.0,258224.0,5,0,19768.0,1.6,SUV,Particular,Economico,Mensual,Broker,No,Si,No,149,78.7,1,12318,1,Alto,7603.076923076923,10.698536775122504,0.01009234381702829,258224.0,447.0,Adulto
POL-00897,38,Femenino,Casado,Licenciatura,Otro,Suburbana,Centro,5.9,30403.0,651.0,350.0,194574.0,5,0,18733.0,7.0,Sedan,Particular,Economico,Mensual,Banco,Si,Si,Si,189,41.3,0,2593,0,Bajo,2341.625,10.322329457685932,0.011511643204841469,0.0,0.0,Adulto_joven
POL-00898,42,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,10.1,14917.0,707.0,725.0,396421.0,5,2,18718.0,11.5,SUV,Trabajo,Desconocido,Mensual,Online,No,Si,No,269,63.0,0,6430,0,Medio,1497.44,9.610323816515109,0.048599007909907496,0.0,0.0,Adulto
POL-00899,56,Femenino,Casado,Licenciatura,Empleado,Rural,Centro,3.0,22394.0,712.0,350.0,411335.0,5,0,16260.0,6.0,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,247,37.8,0,5134,0,Medio,2322.8571428571427,10.0165929986414,0.015628488501897745,0.0,0.0,Adulto
POL-00900,29,Masculino,Soltero,Licenciatura,Empleado,Urbana,Sur,0.4,13456.0,694.0,350.0,205930.0,10,0,23931.0,5.5,SUV,Particular,Economico,Mensual,Agente,Si,No,No,326,67.2,1,7435,0,Medio,3681.6923076923076,9.507254695741542,0.026008768670580367,205930.0,350.0,Adulto_joven
POL-00901,45,No especificado,Casado,Posgrado,Estudiante,Urbana,Centro,3.6,19898.0,747.0,473.0,241911.0,5,0,20296.0,3.7,SUV,Particular,Economico,Mensual,Banco,Si,No,No,194,52.8,0,3526,0,Bajo,4318.297872340426,9.898424758193666,0.02377003869541183,0.0,0.0,Adulto
POL-00902,35,Femenino,Divorciado,Preparatoria,Empleado,Suburbana,Norte,6.0,16216.0,568.0,676.0,300831.0,5,1,12161.0,9.5,Compacto,Particular,Medio,Mensual,Banco,No,Si,Si,254,42.6,0,6826,0,Medio,1158.1904761904761,9.693815353719375,0.04168465190849109,0.0,0.0,Adulto_joven
POL-00903,40,Masculino,Casado,Licenciatura,Independiente,Rural,Norte,0.4,41979.0,546.0,350.0,173896.0,10,1,12260.0,10.4,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,78,28.5,0,4348,0,Bajo,1075.438596491228,10.644948593374624,0.008337303477846593,0.0,0.0,Adulto
POL-00904,57,Femenino,Soltero,Licenciatura,Empleado,Urbana,Bajio,0.8,70446.0,650.0,402.0,259864.0,10,1,10662.0,2.0,Pickup,Trabajo,Economico,Mensual,Online,No,Si,No,362,53.5,0,5197,0,Medio,3554.0,11.16261593302765,0.00570641759052905,0.0,0.0,Adulto
POL-00905,42,Femenino,Casado,Preparatoria,Otro,Suburbana,Centro,0.0,10013.0,488.0,641.0,171382.0,3,2,18532.0,6.3,Compacto,Particular,Economico,Trimestral,Agente,Si,Si,Si,97,44.7,0,896,0,Bajo,2538.6301369863013,9.211739392889891,0.0640103854603555,0.0,0.0,Adulto
POL-00906,41,Masculino,Soltero,Secundaria,Empleado,Suburbana,Occidente,3.6,7639.0,742.0,1724.0,333652.0,10,0,9999.0,9.3,Deportivo,Particular,Economico,Mensual,Agente,No,No,Si,149,63.4,0,2220,0,Bajo,970.7766990291261,8.941152882160566,0.2256544502617801,0.0,0.0,Adulto
POL-00907,22,Masculino,Casado,Secundaria,Independiente,Urbana,Centro,8.7,19225.0,742.0,590.0,190501.0,5,0,21459.0,4.2,Sedan,Particular,Economico,Trimestral,Online,Si,Si,No,273,67.8,1,10680,0,Medio,4126.7307692307695,9.864018808625762,0.030687610527410796,190501.0,590.0,Joven
POL-00908,50,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,4.4,9544.0,617.0,561.0,227865.0,3,1,22776.0,1.8,SUV,Trabajo,Economico,Mensual,Agente,No,Si,Si,301,42.5,0,2980,0,Bajo,8134.285714285715,9.163772736159848,0.05877422734415925,0.0,0.0,Adulto
POL-00909,48,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,16.1,22566.0,622.0,350.0,198078.0,5,0,10665.0,2.8,Sedan,Particular,Economico,Mensual,Agente,Si,Si,Si,337,75.8,0,2242,0,Bajo,2806.5789473684213,10.02424394117191,0.015509372091992733,0.0,0.0,Adulto
POL-00910,68,Femenino,Soltero,Preparatoria,Empleado,Suburbana,Norte,0.3,33214.0,645.0,350.0,389159.0,3,0,14479.0,12.5,SUV,Trabajo,Medio,Trimestral,Online,No,No,Si,122,53.1,0,9495,0,Medio,1072.5185185185185,10.410756860099342,0.01053740779768177,0.0,0.0,Mayor
POL-00911,36,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,9.3,50040.0,651.0,1354.0,173390.0,5,1,15591.0,10.2,Sedan,Taxi/Plataforma,Desconocido,Anual,Online,Si,No,Si,97,45.8,0,2358,0,Bajo,1392.0535714285716,10.82059794839396,0.027057812593673188,0.0,0.0,Adulto_joven
POL-00912,43,Femenino,Casado,Licenciatura,Empleado,Suburbana,Bajio,6.7,24577.0,660.0,1641.0,272672.0,5,0,20362.0,11.0,Compacto,Taxi/Plataforma,Medio,Mensual,Banco,Si,No,Si,163,46.2,0,3276,0,Bajo,1696.8333333333333,10.109607012844542,0.06676702742289853,0.0,0.0,Adulto
POL-00913,43,Masculino,Casado,Preparatoria,Independiente,Urbana,Occidente,1.5,19783.0,692.0,704.0,368839.0,5,0,24351.0,2.3,Sedan,Trabajo,Medio,Mensual,Online,Si,No,Si,45,59.9,0,5954,0,Medio,7379.09090909091,9.892628809201252,0.03558431055398301,0.0,0.0,Adulto
POL-00914,61,Femenino,Casado,Preparatoria,Otro,Urbana,Occidente,14.5,7411.0,637.0,398.0,182439.0,5,1,6230.0,9.3,SUV,Particular,Economico,Mensual,Online,Si,Si,No,358,54.5,0,2755,0,Bajo,604.8543689320388,8.91085558740525,0.05369670804101457,0.0,0.0,Mayor
POL-00915,39,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,1.4,66957.0,721.0,434.0,358648.0,10,0,13750.0,13.0,SUV,Trabajo,Medio,Mensual,Agente,Si,Si,Si,238,37.2,0,6622,0,Medio,982.1428571428571,11.111820836139026,0.0064816750799008335,0.0,0.0,Adulto_joven
POL-00916,44,Femenino,Casado,Posgrado,Estudiante,Urbana,Occidente,8.8,22880.0,683.0,1688.0,425743.0,5,1,14037.0,3.6,Deportivo,Particular,Economico,Mensual,Agente,No,Si,Si,229,62.8,0,8389,0,Medio,3051.521739130435,10.038062150832348,0.07377299943184301,0.0,0.0,Adulto
POL-00917,48,Femenino,Casado,Licenciatura,Empleado,Urbana,Centro,8.5,31264.0,604.0,350.0,251158.0,10,0,7796.0,4.9,Pickup,Trabajo,Economico,Mensual,Online,No,No,No,292,67.8,1,14110,1,Alto,1321.3559322033898,10.350254540001398,0.011194626579241964,251158.0,350.0,Adulto
POL-00918,42,Masculino,Divorciado,Licenciatura,Empleado,Suburbana,Sur,5.7,14900.0,750.0,773.0,619014.0,10,1,12832.0,6.5,Sedan,Particular,Premium,Mensual,Agente,No,Si,Si,243,58.6,0,10459,0,Medio,1710.9333333333334,9.60918360377546,0.05187571303939333,0.0,0.0,Adulto
POL-00919,34,Femenino,Casado,Preparatoria,Empleado,Urbana,Norte,3.3,17318.0,548.0,614.0,352025.0,10,1,17853.0,7.1,Sedan,Particular,Medio,Mensual,Banco,No,No,Si,17,62.1,0,9416,0,Medio,2204.0740740740744,9.759559443729044,0.03545239332524973,0.0,0.0,Adulto_joven
POL-00920,43,Masculino,Casado,Licenciatura,Desconocido,Urbana,Centro,0.5,9759.0,643.0,737.0,591564.0,10,0,13967.0,4.3,Sedan,Particular,Premium,Trimestral,Online,Si,Si,No,170,57.7,0,10567,0,Medio,2635.2830188679245,9.186047679407139,0.07551229508196722,0.0,0.0,Adulto
POL-00921,54,Femenino,Soltero,Secundaria,Otro,Urbana,Sur,3.0,6239.0,723.0,568.0,211340.0,5,1,7005.0,9.9,Compacto,Trabajo,Desconocido,Trimestral,Agente,No,No,Si,359,68.2,1,14948,1,Alto,642.6605504587155,8.738735461363474,0.09102564102564102,211340.0,568.0,Adulto
POL-00922,27,Femenino,Casado,Secundaria,Otro,Urbana,Norte,1.8,11958.0,596.0,534.0,253569.0,5,0,31307.0,7.8,Pickup,Particular,Economico,Mensual,Online,Si,No,Si,156,61.0,0,1338,0,Bajo,3557.613636363636,9.389239411968807,0.04465256292332135,0.0,0.0,Adulto_joven
POL-00923,42,Femenino,Casado,Secundaria,Empleado,Suburbana,Centro,6.3,9275.0,673.0,350.0,206109.0,5,0,16964.0,3.1,SUV,Particular,Economico,Anual,Broker,No,Si,Si,203,52.8,0,500,0,Bajo,4137.5609756097565,9.135185698375423,0.03773178094006037,0.0,0.0,Adulto
POL-00924,31,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Occidente,5.7,26476.0,691.0,453.0,182203.0,5,2,16114.0,9.5,Sedan,Trabajo,Economico,Trimestral,Agente,No,No,Si,145,34.7,0,1443,0,Bajo,1534.6666666666667,10.184031710581442,0.01710918910752729,0.0,0.0,Adulto_joven
POL-00925,56,Masculino,Soltero,Preparatoria,Independiente,Urbana,Bajio,9.7,16545.0,585.0,350.0,282967.0,3,1,9461.0,5.2,Compacto,Particular,Medio,Mensual,Agente,No,Si,No,142,67.7,0,5714,0,Medio,1525.967741935484,9.713899659750128,0.021153148797292395,0.0,0.0,Adulto
POL-00926,20,Femenino,Casado,Preparatoria,Empleado,Suburbana,Bajio,0.1,16363.0,645.0,507.0,439430.0,5,0,16934.0,8.0,Pickup,Particular,Medio,Mensual,Banco,Si,Si,Si,186,56.0,0,8556,0,Medio,1881.5555555555557,9.702839079049289,0.030982644830114887,0.0,0.0,Joven
POL-00927,33,Masculino,Casado,Secundaria,Empleado,Rural,Bajio,6.6,12802.0,638.0,1304.0,469200.0,15,0,14597.0,3.3,Deportivo,Particular,Medio,Trimestral,Agente,Si,Si,Si,121,47.0,0,8412,0,Medio,3394.651162790698,9.45743479744618,0.10185112864172459,0.0,0.0,Adulto_joven
POL-00928,45,Masculino,Casado,Preparatoria,Empresario,Suburbana,Bajio,11.2,21511.5,609.0,350.0,225711.0,5,0,5113.0,3.4,SUV,Particular,Economico,Mensual,Agente,Si,No,No,349,48.4,0,3661,0,Bajo,1162.0454545454545,9.976389440519794,0.016269610691458453,0.0,0.0,Adulto
POL-00929,60,Femenino,Soltero,Licenciatura,Empleado,Urbana,Centro,6.2,50431.0,823.0,473.0,189864.0,5,0,9614.0,1.7,Sedan,Particular,Economico,Anual,Agente,No,Si,Si,99,72.3,0,4385,0,Bajo,3560.7407407407404,10.82838117321755,0.00937896573604061,0.0,0.0,Mayor
POL-00930,39,Masculino,Casado,Preparatoria,Empleado,Suburbana,Norte,0.6,12691.0,593.0,1433.0,338139.0,3,0,19872.0,10.6,SUV,Taxi/Plataforma,Medio,Mensual,Online,No,Si,Si,283,39.8,0,7675,0,Medio,1713.103448275862,9.448727152703086,0.11290576741254334,0.0,0.0,Adulto_joven
POL-00931,33,Masculino,Soltero,Licenciatura,Empleado,Urbana,Sur,0.3,17535.0,725.0,553.0,541678.0,10,0,26192.0,9.0,Sedan,Particular,Premium,Mensual,Online,No,No,Si,14,64.3,0,8305,0,Medio,2619.2,9.772011189747742,0.031535127737226276,0.0,0.0,Adulto_joven
POL-00932,64,Masculino,Casado,Preparatoria,Independiente,Suburbana,Norte,0.1,9883.0,621.0,350.0,213744.0,5,0,17519.0,6.5,Pickup,Particular,Economico,Anual,Online,Si,Si,Si,42,48.5,0,4456,0,Bajo,2335.866666666667,9.1986725671085,0.03541076487252125,0.0,0.0,Mayor
POL-00933,21,Femenino,Soltero,Licenciatura,Empleado,Suburbana,Occidente,4.0,37547.0,569.0,517.0,265781.0,3,0,21567.0,2.2,Pickup,Particular,Economico,Anual,Broker,No,Si,Si,288,58.3,0,5147,0,Medio,6739.6875,10.533375393456883,0.013769042292532225,0.0,0.0,Joven
POL-00934,18,Femenino,Soltero,Licenciatura,Profesor,Urbana,Occidente,4.0,23806.0,658.0,1178.0,141622.0,15,0,14643.0,11.6,Sedan,Taxi/Plataforma,Economico,Mensual,Banco,No,No,Si,186,48.8,0,3887,0,Bajo,1162.142857142857,10.077734934062509,0.04948124501197127,0.0,0.0,Joven
POL-00935,46,Masculino,Soltero,Secundaria,Independiente,Rural,Norte,17.3,13965.0,651.0,405.0,198846.0,10,1,15024.0,7.9,Sedan,Particular,Economico,Trimestral,Broker,Si,Si,Si,7,33.5,1,16744,1,Alto,1688.0898876404494,9.54438108340598,0.028998997565516254,198846.0,405.0,Adulto
POL-00936,33,Masculino,Casado,Preparatoria,Desconocido,Urbana,Bajio,2.0,17731.0,719.0,498.0,335415.0,10,1,21500.0,4.3,Sedan,Particular,Medio,Mensual,Online,Si,Si,Si,111,79.0,0,6410,0,Medio,4056.603773584906,9.783126195864945,0.028084818407399053,0.0,0.0,Adulto_joven
POL-00937,27,Masculino,Soltero,Licenciatura,Estudiante,Suburbana,Occidente,1.6,55370.0,767.0,409.0,263724.0,15,0,24645.0,6.9,Compacto,Particular,Desconocido,Trimestral,Agente,No,No,Si,32,30.6,0,3343,0,Bajo,3119.6202531645567,10.9218112699754,0.007386538079500099,0.0,0.0,Adulto_joven
POL-00938,49,Femenino,Casado,Licenciatura,Independiente,Urbana,Norte,3.9,21135.0,850.0,350.0,267908.0,5,0,22656.0,5.1,Sedan,Trabajo,Medio,Anual,Broker,No,Si,No,89,71.5,0,4736,0,Bajo,3714.098360655738,9.958733026762106,0.016559424678274034,0.0,0.0,Adulto
POL-00939,43,Masculino,Casado,Preparatoria,Empleado,Rural,Bajio,7.0,19907.0,669.0,521.0,163593.0,10,1,9635.0,7.9,Sedan,Trabajo,Economico,Mensual,Agente,Si,Si,Si,148,36.4,0,2398,0,Bajo,1082.5842696629213,9.898876939978445,0.026170383765320476,0.0,0.0,Adulto
POL-00940,33,Femenino,Casado,Preparatoria,Estudiante,Urbana,Occidente,11.0,13109.0,600.0,493.0,197707.0,5,0,15132.0,2.9,Sedan,Particular,Economico,Mensual,Banco,Si,Si,Si,211,67.0,0,1550,0,Bajo,3880.0,9.481130576757746,0.037604881769641496,0.0,0.0,Adulto_joven
POL-00941,23,Masculino,Casado,Licenciatura,Empleado,Urbana,Centro,6.5,7760.0,684.0,350.0,261624.0,10,0,17026.0,1.2,SUV,Particular,Economico,Mensual,Agente,No,No,Si,115,76.3,0,4779,0,Medio,7739.090909090908,8.95686647085414,0.045097281278185804,0.0,0.0,Joven
POL-00942,51,Femenino,Casado,Licenciatura,Empleado,Urbana,Occidente,2.2,20146.0,630.0,538.0,381710.0,3,2,14072.0,7.5,Pickup,Particular,Medio,Mensual,Banco,Si,Si,Si,172,67.3,0,6462,0,Medio,1655.5294117647059,9.91081067291591,0.026703727602124385,0.0,0.0,Adulto
POL-00943,48,Masculino,Soltero,Preparatoria,Desconocido,Urbana,Sur,4.0,26313.0,719.0,618.0,311945.0,3,0,17633.0,8.2,Compacto,Particular,Medio,Mensual,Broker,Si,Si,Si,19,76.5,0,4878,0,Medio,1916.6304347826087,10.177856395925783,0.0234855970205974,0.0,0.0,Adulto
